Ticker,Start_Date,End_Date,Observations,Final_Cumulative_Return,Annualized_Volatility,Max_Drawdown
XLE,2021-01-04,2025-12-31,1255,1.846869419757307,0.2670131248488984,-0.26084070921753466
XLF,2021-01-04,2025-12-31,1255,1.0250641380156233,0.1886927866851863,-0.25818372569382597
XLI,2021-01-04,2025-12-31,1255,0.8904410421578481,0.17211448497519125,-0.2165560774195241
XLK,2021-01-04,2025-12-31,1255,1.302494911606063,0.24704385507336177,-0.33564479192183927
XLP,2021-01-04,2025-12-31,1255,0.31268656591989386,0.13011870471796766,-0.1632297734987751
XLV,2021-01-04,2025-12-31,1255,0.4776706594831426,0.1447994029698736,-0.17115193029533382
