ETF,ETF_Display_Name,Sector,Representative_Stock_Ticker,Representative_Company_Name,Why_Selected,Permno,Date,Open,High,Low,Close,Price,Return,Volume
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-02-26,109.74,109.87,108.52,109.46,109.46,-0.002461,10446405.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-02-27,110.01,111.29,109.28,110.15,110.15,0.006304,15293173.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-02-28,110.11,111.58,109.34,111.33,111.33,0.010713,18821665.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-03-03,111.7,112.1563,106.51,107.76,107.76,-0.032067,18706879.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-03-04,106.36,108.96,105.94,107.54,107.54,-0.002042,19394905.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-03-05,105.84,106.33,103.67,105.44,105.44,-0.019528,24822245.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-03-06,105.43,108.11,104.36,107.62,107.62,0.020675,17150233.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-03-07,108.41,110.4,108.3,109.02,109.02,0.013009,19624965.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-03-10,109.275,112.565,109.08,111.8,111.8,0.0255,22749073.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-03-11,111.92,112.1,108.785,109.16,109.16,-0.023614,19904735.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-03-12,109.05,110.13,108.42,109.13,109.13,-0.000275,14051500.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-03-13,108.33,110.82,107.625,108.67,108.67,-0.004215,17767836.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-03-14,108.94,112.18,108.31,111.9,111.9,0.029723,15890063.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-03-17,111.8,114.495,111.73,113.76,113.76,0.016622,19908789.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-03-18,114.09,114.54,112.57,113.64,113.64,-0.001055,15998713.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-03-19,114.2,115.815,113.83,115.41,115.41,0.015576,17315001.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-03-20,114.72,116.47,114.2125,115.9,115.9,0.004246,16230772.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-03-21,115.5,115.99,114.35,115.5,115.5,-0.003451,41102795.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-03-24,115.68,116.91,115.58,115.8,115.8,0.002597,14207469.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-03-25,116.43,117.635,115.9628,116.59,116.59,0.006822,12081795.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-03-26,117.68,119.18,117.68,118.27,118.27,0.01441,14112756.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-03-27,118.1,119.07,117.258,117.89,117.89,-0.003213,12740786.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-03-28,118.1,118.46,117.235,117.73,117.73,-0.001357,10233433.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-03-31,117.79,119.905,117.79,118.93,118.93,0.010193,21652345.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-04-01,119.22,119.28,117.93,119.04,119.04,0.000925,12425434.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-04-02,118.39,118.84,117.66,118.67,118.67,-0.003108,12614605.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-04-03,114.37,115.45,112.2315,112.43,112.43,-0.052583,21204636.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-04-04,109.865,110.83,103.83,104.34,104.34,-0.071956,30841318.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-04-07,100.39,105.8,98.46,102.94,102.94,-0.013418,35068450.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-04-08,105.455,105.6,99.01,100.77,100.77,-0.02108,27147750.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-04-09,99.37,106.58,98.13,105.8,105.8,0.049916,30063287.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-04-10,103.71,103.78,97.8,99.93,99.93,-0.055482,33999317.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-04-11,100.3,103.93,98.79,103.14,103.14,0.032123,22884628.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-04-14,105.03,105.09,102.7205,103.39,103.39,0.002424,18019969.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-04-15,103.635,105.405,103.0,103.1,103.1,-0.002805,13164863.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-04-16,103.95,105.59,103.695,104.19,104.19,0.010572,13607024.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-04-17,104.69,108.55,104.46,106.92,106.92,0.026202,17916471.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-04-21,105.61,105.63,104.12,105.35,105.35,-0.014684,16926493.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-04-22,106.14,108.94,106.14,108.3,108.3,0.028002,13147049.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-04-23,108.81,109.3,106.47,107.37,107.37,-0.008587,14235710.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-04-24,107.97,108.88,106.96,108.63,108.63,0.011735,9849553.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-04-25,108.14,108.755,107.42,108.57,108.57,-0.000552,11245793.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-04-28,108.75,109.2497,107.68,108.63,108.63,0.000553,13890869.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-04-29,107.74,108.8299,107.5212,108.36,108.36,-0.002486,9483135.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-04-30,107.415,107.415,104.15,105.63,105.63,-0.025194,20379282.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-05-01,105.095,106.92,104.98,105.78,105.78,0.00142,18610256.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-05-02,107.72,109.0,104.55,106.21,106.21,0.004065,16581870.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-05-05,104.65,104.6575,103.07,103.27,103.27,-0.027681,19623970.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-05-06,103.89,105.98,103.48,104.71,104.71,0.013944,16303449.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-05-07,104.99,105.29,104.07,104.61,104.61,-0.000955,12335924.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-05-08,105.34,107.385,105.34,106.07,106.07,0.013957,19196548.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-05-09,107.14,107.745,106.38,107.31,107.31,0.01169,10992080.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-05-12,110.27,110.44,108.32,109.16,109.16,0.01724,14244559.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-05-13,109.32,110.51,109.02,109.46,109.46,0.002748,13350836.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-05-14,108.86,108.86,107.93,108.48,108.48,-0.008953,15494932.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-05-15,106.49,108.65,105.97,108.58,108.58,0.010048,15004291.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-05-16,108.65,108.89,107.45,108.19,108.19,-0.003592,14042535.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-05-19,107.57,107.57,105.72,106.47,106.47,-0.015898,16802719.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-05-20,106.39,106.715,104.775,104.95,104.95,-0.014276,12429321.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-05-21,104.53,104.965,103.64,103.66,103.66,-0.012292,16716079.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-05-22,103.06,103.47,101.89,102.97,102.97,-0.006656,13417378.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-05-23,102.595,103.47,102.07,103.03,103.03,0.000583,12061606.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-05-27,103.49,103.855,102.9,103.52,103.52,0.004756,13043604.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-05-28,104.29,104.43,101.7918,102.11,102.11,-0.013621,14292377.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-05-29,102.28,102.845,101.75,102.69,102.69,0.00568,13832487.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-05-30,102.16,102.39,101.185,102.3,102.3,-0.003798,28645787.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-06-02,103.75,103.85,102.22,103.05,103.05,0.007331,17290462.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-06-03,102.9,104.66,102.21,103.8,103.8,0.007278,19194335.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-06-04,103.915,104.92,102.3,102.3,102.3,-0.014451,15648515.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-06-05,102.98,103.05,101.73,101.83,101.83,-0.004594,13942218.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-06-06,102.76,104.5,102.675,104.27,104.27,0.023962,15487844.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-06-09,104.33,105.845,103.83,104.97,104.97,0.006713,17087328.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-06-10,106.075,107.645,105.9272,107.22,107.22,0.021435,17634793.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-06-11,107.76,109.39,106.46,109.31,109.31,0.019493,22648191.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-06-12,108.92,110.19,108.22,109.73,109.73,0.003842,17469408.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-06-13,112.35,112.53,110.68,112.12,112.12,0.021781,28540165.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-06-16,111.82,113.16,111.13,112.48,112.48,0.003211,22986113.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-06-17,113.95,114.93,113.11,114.0,114.0,0.013514,19451701.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-06-18,114.61,115.24,112.94,113.19,113.19,-0.007105,17968893.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-06-20,113.45,115.035,113.18,114.7,114.7,0.01334,36273288.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-06-23,116.7,116.95,111.16,111.74,111.74,-0.025807,26631056.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-06-24,109.25,110.94,107.91,108.34,108.34,-0.030428,24828277.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-06-25,108.11,109.24,107.7,108.37,108.37,0.000277,17483231.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-06-26,108.94,110.435,108.55,109.99,109.99,0.014949,18304841.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-06-27,109.935,110.1,108.37,109.38,109.38,-0.005546,22002079.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-06-30,108.64,108.84,107.72,107.8,107.8,-0.014445,19199048.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-07-01,108.13,109.64,107.15,109.24,109.24,0.013358,15536896.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-07-02,110.0,111.36,108.825,111.05,111.05,0.016569,11892160.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-07-03,110.86,112.47,110.6187,112.2,112.2,0.010356,11223580.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-07-07,111.54,112.05,110.2226,111.11,111.11,-0.009715,15415889.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-07-08,110.885,114.46,110.85,114.19,114.19,0.02772,17913404.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-07-09,113.92,114.27,113.27,113.8,113.8,-0.003415,10652062.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-07-10,113.71,115.27,113.07,114.93,114.93,0.00993,14903884.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-07-11,114.85,115.76,114.5053,115.43,115.43,0.00435,11683884.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-07-14,115.225,115.225,113.22,113.92,113.92,-0.013082,13220303.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-07-15,113.66,114.055,112.595,112.91,112.91,-0.008866,10959347.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-07-16,112.875,113.5,112.1,112.23,112.23,-0.006023,11158852.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-07-17,111.49,112.23,111.09,111.66,111.66,-0.005079,13151446.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-07-18,111.11,111.73,107.34,107.77,107.77,-0.034838,32366594.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-07-21,107.6,108.77,107.44,108.05,108.05,0.002598,17010405.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-07-22,107.98,109.44,107.61,108.54,108.54,0.004535,13970885.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-07-23,108.93,110.0,108.85,109.93,109.93,0.012806,12002687.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-07-24,109.66,110.95,109.125,110.79,110.79,0.007823,15647208.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-07-25,110.73,110.98,109.7,110.4,110.4,-0.00352,10548938.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-07-28,111.0,112.1078,110.84,111.44,111.44,0.00942,12352966.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-07-29,111.9,113.0,111.41,112.88,112.88,0.012922,15927998.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-07-30,112.41,112.61,111.26,111.9,111.9,-0.008682,12996905.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-07-31,110.36,112.495,110.36,111.64,111.64,-0.002324,17233744.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-08-01,112.0,112.54,108.86,109.64,109.64,-0.017915,19652030.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-08-04,109.22,109.92,107.085,107.37,107.37,-0.020704,19129474.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-08-05,107.22,107.8151,106.07,107.24,107.24,-0.001211,21314254.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-08-06,108.305,109.05,106.37,106.51,106.51,-0.006807,15321811.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-08-07,107.14,108.06,105.89,105.95,105.95,-0.005258,13468287.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-08-08,106.5,107.51,105.95,106.8,106.8,0.008023,14417734.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-08-11,107.11,107.5346,105.525,105.83,105.83,-0.009082,13570661.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-08-12,106.34,107.28,105.78,106.13,106.13,0.002835,14113216.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-08-13,106.0,107.6,105.74,107.6,107.6,0.013851,17958695.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-08-14,107.55,107.59,106.441,107.38,107.38,-0.002045,13683472.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-08-15,106.19,107.56,105.95,106.49,106.49,0.000931,19271861.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-08-18,106.1,107.2276,105.67,106.72,106.72,0.00216,13040018.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-08-19,106.2,107.46,106.15,107.42,107.42,0.006559,16113611.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-08-20,107.88,109.33,107.68,108.53,108.53,0.010333,18959716.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-08-21,108.42,109.565,107.96,109.23,109.23,0.00645,12194897.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-08-22,109.6,111.41,109.6,111.28,111.28,0.018768,13586668.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-08-25,110.9,111.92,110.54,111.74,111.74,0.004134,9744897.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-08-26,111.37,111.81,110.355,111.49,111.49,-0.002237,18143880.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-08-27,111.42,112.98,111.42,112.75,112.75,0.011302,15262630.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-08-28,112.87,113.645,112.07,113.35,113.35,0.005322,14189829.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-08-29,113.715,114.79,113.58,114.29,114.29,0.008293,14597872.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-09-02,114.18,115.24,113.33,114.69,114.69,0.0035,15206667.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-09-03,113.97,114.43,111.46,111.91,111.91,-0.024239,14920087.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-09-04,112.105,113.125,111.38,112.4,112.4,0.004379,12864438.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-09-05,111.6,111.78,109.02,109.23,109.23,-0.028203,16826692.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-09-08,109.73,110.045,108.35,109.85,109.85,0.005676,15440513.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-09-09,110.525,112.51,110.525,110.65,110.65,0.007283,14899502.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-09-10,111.16,112.56,110.84,112.5,112.5,0.016719,15837583.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-09-11,111.4,112.765,110.87,112.14,112.14,-0.0032,11534502.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-09-12,112.86,113.22,111.875,112.16,112.16,0.000178,11105690.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-09-15,112.18,112.455,111.315,112.35,112.35,0.001694,12880487.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-09-16,112.955,115.315,112.775,114.68,114.68,0.020739,17208044.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-09-17,114.525,115.485,114.05,115.29,115.29,0.005319,13302030.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-09-18,115.17,115.35,113.4,113.93,113.93,-0.011796,14628726.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-09-19,113.9,113.98,112.64,112.82,112.82,-0.009743,38746517.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-09-22,112.45,112.8,111.56,112.02,112.02,-0.007091,15611495.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-09-23,112.72,114.7488,112.475,113.95,113.95,0.017229,25369106.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-09-24,114.57,115.76,114.47,114.56,114.56,0.005353,14756050.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-09-25,114.64,115.8999,114.41,115.59,115.59,0.008991,15012553.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-09-26,115.96,118.36,115.92,117.22,117.22,0.014102,18568916.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-09-29,116.06,116.5,113.665,114.22,114.22,-0.025593,19189260.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-09-30,113.35,113.49,111.9393,112.75,112.75,-0.01287,18076211.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-10-01,112.56,113.02,111.2925,111.99,111.99,-0.006741,16613992.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-10-02,111.97,113.09,111.025,111.29,111.29,-0.006251,13062563.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-10-03,111.9,113.745,111.9,113.26,113.26,0.017702,12950118.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-10-06,113.29,114.77,113.18,114.2,114.2,0.008299,12036830.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-10-07,114.07,114.51,111.74,114.26,114.26,0.000525,11945032.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-10-08,114.38,115.01,113.41,114.02,114.02,-0.0021,12300968.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-10-09,114.425,115.51,112.735,112.91,112.91,-0.009735,10976215.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-10-10,112.255,112.62,110.71,110.73,110.73,-0.019307,13811577.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-10-13,111.54,112.3,111.315,112.24,112.24,0.013637,10296499.0
XLE,XLE (Energy),Energy,XOM,EXXON MOBIL CORP,Representative large-cap energy stock,11850,2025-10-14,110.755,112.962,110.71,112.29,112.29,0.000445,11167154.0
